n,m,prob,eps,time,success,heavy_ranges,tries,red_points,blue_points,k,ratios,counts
4096,2048,0.9,0.3,0.009967565536499023,True,95,-10,114,114,4,"[0.25, 0.25, 0.25, 0.25]","[114, 114, 114, 114]"
4096,2048,0.9,0.3,0.013380765914916992,True,87,-10,76,76,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[76, 76, 76, 76, 76, 76, 76, 76]"
4096,2048,0.9,0.3,0.017870664596557617,True,69,-10,47,47,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47]"
4096,2048,0.9,0.4,0.006534576416015625,True,29,-10,159,159,2,"[0.5, 0.5]","[159, 159]"
4096,2048,0.9,0.4,0.006619691848754883,True,25,-10,191,127,2,"[0.6, 0.4]","[191, 127]"
4096,2048,0.9,0.4,0.006630659103393555,True,27,-10,223,95,2,"[0.7, 0.3]","[223, 95]"
4096,2048,0.9,0.4,0.0065996646881103516,True,26,-10,255,63,2,"[0.8, 0.2]","[255, 63]"
4096,2048,0.9,0.4,0.007645368576049805,True,30,-10,79,79,4,"[0.25, 0.25, 0.25, 0.25]","[79, 79, 79, 79]"
4096,2048,0.9,0.4,0.010334491729736328,True,21,-10,53,53,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[53, 53, 53, 53, 53, 53, 53, 53]"
4096,2048,0.9,0.4,0.02306962013244629,True,31,-10,33,33,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
4096,2048,0.9,0.5,0.0053522586822509766,True,13,-10,120,120,2,"[0.5, 0.5]","[120, 120]"
4096,2048,0.9,0.5,0.005436420440673828,True,11,-10,144,96,2,"[0.6, 0.4]","[144, 96]"
4096,2048,0.9,0.5,0.005308628082275391,True,9,-10,168,71,2,"[0.7, 0.3]","[168, 71]"
4096,2048,0.9,0.5,0.005021333694458008,True,9,-10,192,48,2,"[0.8, 0.2]","[192, 48]"
4096,2048,0.9,0.5,0.006339073181152344,True,14,-10,60,60,4,"[0.25, 0.25, 0.25, 0.25]","[60, 60, 60, 60]"
4096,2048,0.9,0.5,0.008681774139404297,True,10,-10,40,40,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[40, 40, 40, 40, 40, 40, 40, 40]"
4096,2048,0.9,0.5,0.01229405403137207,True,11,-10,25,25,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
4096,2048,0.9,0.6,0.004468441009521484,True,3,-10,95,95,2,"[0.5, 0.5]","[95, 95]"
4096,2048,0.9,0.6,0.004427433013916016,True,9,-10,114,76,2,"[0.6, 0.4]","[114, 76]"
4096,2048,0.9,0.6,0.004401683807373047,True,2,-10,133,57,2,"[0.7, 0.3]","[133, 57]"
4096,2048,0.9,0.6,0.004319906234741211,True,3,-10,152,38,2,"[0.8, 0.2]","[152, 38]"
4096,2048,0.9,0.6,0.0054779052734375,True,6,-10,47,47,4,"[0.25, 0.25, 0.25, 0.25]","[47, 47, 47, 47]"
4096,2048,0.9,0.6,0.007399082183837891,True,5,-10,31,31,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[31, 31, 31, 31, 31, 31, 31, 31]"
4096,2048,0.9,0.6,0.011060476303100586,True,8,-10,19,19,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4096,4096,0.9,0.2,0.01398468017578125,True,360,-10,379,379,2,"[0.5, 0.5]","[379, 379]"
4096,4096,0.9,0.2,0.01395416259765625,True,321,-10,455,303,2,"[0.6, 0.4]","[455, 303]"
4096,4096,0.9,0.2,0.01368260383605957,True,324,-10,531,227,2,"[0.7, 0.3]","[531, 227]"
4096,4096,0.9,0.2,0.013556480407714844,True,334,-10,607,151,2,"[0.8, 0.2]","[607, 151]"
4096,4096,0.9,0.2,0.015051603317260742,True,335,-10,189,189,4,"[0.25, 0.25, 0.25, 0.25]","[189, 189, 189, 189]"
4096,4096,0.9,0.2,0.019165992736816406,True,313,-10,126,126,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[126, 126, 126, 126, 126, 126, 126, 126]"
4096,4096,0.9,0.2,0.025000572204589844,True,322,-10,79,79,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
4096,4096,0.9,0.3,0.008978128433227539,True,147,-10,229,229,2,"[0.5, 0.5]","[229, 229]"
4096,4096,0.9,0.3,0.009002923965454102,True,140,-10,275,183,2,"[0.6, 0.4]","[275, 183]"
4096,4096,0.9,0.3,0.008825540542602539,True,151,-10,321,137,2,"[0.7, 0.3]","[321, 137]"
4096,4096,0.9,0.3,0.008580923080444336,True,136,-10,367,91,2,"[0.8, 0.2]","[367, 91]"
4096,4096,0.9,0.3,0.010063648223876953,True,141,-10,114,114,4,"[0.25, 0.25, 0.25, 0.25]","[114, 114, 114, 114]"
4096,4096,0.9,0.3,0.013374090194702148,True,119,-10,76,76,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[76, 76, 76, 76, 76, 76, 76, 76]"
4096,4096,0.9,0.3,0.018041610717773438,True,143,-10,47,47,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47]"
4096,4096,0.9,0.4,0.0067996978759765625,True,56,-10,159,159,2,"[0.5, 0.5]","[159, 159]"
4096,4096,0.9,0.4,0.00667881965637207,True,62,-10,191,127,2,"[0.6, 0.4]","[191, 127]"
4096,4096,0.9,0.4,0.006699085235595703,True,53,-10,223,95,2,"[0.7, 0.3]","[223, 95]"
4096,4096,0.9,0.4,0.0066645145416259766,True,46,-10,255,63,2,"[0.8, 0.2]","[255, 63]"
4096,4096,0.9,0.4,0.007634401321411133,True,51,-10,79,79,4,"[0.25, 0.25, 0.25, 0.25]","[79, 79, 79, 79]"
4096,4096,0.9,0.4,0.010061979293823242,True,54,-10,53,53,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[53, 53, 53, 53, 53, 53, 53, 53]"
4096,4096,0.9,0.4,0.014224052429199219,True,66,-10,33,33,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
4096,4096,0.9,0.5,0.005123138427734375,True,19,-10,120,120,2,"[0.5, 0.5]","[120, 120]"
4096,4096,0.9,0.5,0.005438089370727539,True,29,-10,144,96,2,"[0.6, 0.4]","[144, 96]"
4096,4096,0.9,0.5,0.0053522586822509766,True,23,-9,168,71,2,"[0.7, 0.3]","[168, 71]"
4096,4096,0.9,0.5,0.004980564117431641,True,27,-10,192,48,2,"[0.8, 0.2]","[192, 48]"
4096,4096,0.9,0.5,0.0061206817626953125,True,28,-10,60,60,4,"[0.25, 0.25, 0.25, 0.25]","[60, 60, 60, 60]"
4096,4096,0.9,0.5,0.008585929870605469,True,24,-10,40,40,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[40, 40, 40, 40, 40, 40, 40, 40]"
4096,4096,0.9,0.5,0.012469053268432617,True,16,-10,25,25,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
4096,4096,0.9,0.6,0.004446983337402344,True,6,-10,95,95,2,"[0.5, 0.5]","[95, 95]"
4096,4096,0.9,0.6,0.00424647331237793,True,11,-10,114,76,2,"[0.6, 0.4]","[114, 76]"
4096,4096,0.9,0.6,0.004351377487182617,True,8,-8,133,57,2,"[0.7, 0.3]","[133, 57]"
4096,4096,0.9,0.6,0.004186391830444336,True,3,-10,152,38,2,"[0.8, 0.2]","[152, 38]"
4096,4096,0.9,0.6,0.005556821823120117,True,11,-9,47,47,4,"[0.25, 0.25, 0.25, 0.25]","[47, 47, 47, 47]"
4096,4096,0.9,0.6,0.007607221603393555,True,9,-10,31,31,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[31, 31, 31, 31, 31, 31, 31, 31]"
4096,4096,0.9,0.6,0.010838508605957031,True,7,-10,19,19,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
